instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
LSE:MAG7,2025-09-12 13:05:00+00:00,30.07,30.07,30.0,30.07,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:20:00+00:00,30.06,30.06,30.06,30.06,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:25:00+00:00,30.06,30.06,29.91,29.91,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:30:00+00:00,29.75,30.04,29.65,30.04,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:35:00+00:00,29.96,29.96,29.6,29.68,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:40:00+00:00,29.98,30.1,29.98,30.1,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:45:00+00:00,30.08,30.14,30.08,30.13,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:50:00+00:00,30.2,30.3,30.16,30.23,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 13:55:00+00:00,30.35,30.62,30.35,30.5,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 14:00:00+00:00,30.62,30.79,30.62,30.78,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 14:05:00+00:00,30.72,30.82,30.68,30.82,2025-09-20 17:52:14
LSE:MAG7,2025-09-12 14:10:00+00:00,30.78,30.83,30.69,30.75,2025-09-20 17:52:14
